ticker,date,pattern,setup_score,entry,result_pct,exit_reason,hold_days,bande
AERG,2025-12-15,pocket_pivot,40.7,1.95,-0.06,stop,4,40-45
CDW,2025-02-05,pocket_pivot,38.2,206.13,-0.06,stop,2,35-40
FATE,2026-04-13,pocket_pivot,36.5,1.31,0.0,horizon,10,35-40
MNDY,2024-09-19,pocket_pivot,35.6,274.33,0.0061,horizon,10,35-40
MNDY,2024-10-25,pocket_pivot,35.6,299.61,0.0824,horizon,10,35-40
MNDY,2024-11-08,pocket_pivot,36.4,324.31,-0.06,stop,1,35-40
FRSH,2024-11-04,double_bottom,36.8,12.23,0.12,objectif,3,35-40
FRSH,2024-11-07,double_bottom,42.3,16.82,-0.06,stop,6,40-45
FRSH,2025-01-24,pocket_pivot,35.2,18.3,-0.0224,horizon,10,35-40
AYA,2025-09-22,pocket_pivot,37.4,12.24,-0.06,stop,2,35-40
BURL,2024-08-26,pocket_pivot,36.0,275.61,-0.06,stop,9,35-40
BURL,2025-08-28,pocket_pivot,39.5,295.28,-0.06,stop,10,35-40
BURL,2026-01-05,pocket_pivot,38.9,303.13,0.0019,horizon,10,35-40
ABCL,2025-01-06,double_bottom,37.5,3.31,-0.06,stop,2,35-40
ABCL,2025-02-14,pocket_pivot,35.3,3.27,-0.06,stop,4,35-40
ABCL,2025-09-23,pocket_pivot,36.7,4.9,-0.06,stop,2,35-40
TDC,2024-11-01,pocket_pivot,37.6,33.23,-0.06,stop,2,35-40
TDC,2024-12-05,pocket_pivot,38.4,32.33,-0.0031,horizon,10,35-40
EQX,2025-01-29,pocket_pivot,35.4,5.96,0.12,objectif,5,35-40
EQX,2025-02-20,pocket_pivot,35.1,7.16,-0.06,stop,2,35-40
EQX,2025-06-02,pocket_pivot,37.0,6.88,-0.06,stop,8,35-40
EQX,2025-08-20,pocket_pivot,35.0,7.75,0.12,objectif,7,30-35
EQX,2025-09-02,bull_flag,36.0,9.14,0.12,objectif,6,35-40
EQX,2025-10-16,pocket_pivot,36.2,12.72,-0.06,stop,1,35-40
EQX,2025-11-06,pocket_pivot,37.6,11.41,0.12,objectif,4,35-40
ORLA,2024-09-12,pocket_pivot,40.7,4.29,-0.028,horizon,10,40-45
ORLA,2024-10-04,double_bottom,35.5,4.27,0.12,objectif,10,35-40
ORLA,2024-10-24,pocket_pivot,36.0,5.14,-0.06,stop,4,35-40
ORLA,2024-11-21,pocket_pivot,35.4,4.6,-0.06,stop,2,35-40
ORLA,2025-06-16,pocket_pivot,37.9,11.58,-0.06,stop,4,35-40
ORLA,2025-12-19,pocket_pivot,40.7,14.18,-0.06,stop,7,40-45
MOV,2025-09-05,pocket_pivot,36.5,19.47,0.001,horizon,10,35-40
MOV,2026-04-17,pocket_pivot,38.0,28.41,-0.0338,horizon,10,35-40
BHVN,2025-10-14,pocket_pivot,36.2,16.66,0.0324,horizon,10,35-40
PRGS,2025-05-12,pocket_pivot,37.2,62.05,-0.0035,horizon,10,35-40
KVYO,2024-09-16,pocket_pivot,35.4,32.28,0.12,objectif,10,35-40
KVYO,2024-10-23,pocket_pivot,38.1,38.27,0.0546,horizon,10,35-40
KVYO,2024-12-16,pocket_pivot,35.2,41.63,-0.0094,horizon,10,35-40
ZS,2024-11-22,pocket_pivot,36.0,210.96,-0.06,stop,6,35-40
ZS,2025-01-28,pocket_pivot,35.7,204.68,0.0223,horizon,10,35-40
ZS,2025-02-13,pocket_pivot,35.0,214.84,-0.06,stop,4,30-35
ZS,2025-10-31,pocket_pivot,35.4,331.14,-0.06,stop,4,35-40
GWRE,2024-08-30,pocket_pivot,35.5,148.77,0.12,objectif,4,35-40
GWRE,2024-10-16,pocket_pivot,40.7,190.39,-0.0045,horizon,10,40-45
GWRE,2025-06-03,pocket_pivot,35.1,218.18,0.12,objectif,1,35-40
UMAC,2025-07-11,double_bottom,43.0,12.12,-0.06,stop,1,40-45
UMAC,2025-07-14,double_bottom,43.0,11.6,-0.06,stop,1,40-45
UMAC,2025-07-16,double_bottom,38.7,12.3,-0.06,stop,1,35-40
UMAC,2025-07-17,double_bottom,37.5,11.85,-0.06,stop,1,35-40
UMAC,2025-08-21,pocket_pivot,35.4,10.51,0.12,objectif,2,35-40
ADBE,2024-09-12,pocket_pivot,37.7,586.55,-0.06,stop,1,35-40
VRNS,2024-10-09,pocket_pivot,36.3,58.62,-0.0348,horizon,10,35-40
VRNS,2025-05-06,pocket_pivot,40.7,44.27,0.0511,horizon,10,40-45
VRNS,2025-07-25,pocket_pivot,35.8,54.69,-0.0347,horizon,10,35-40
VRNS,2025-09-19,pocket_pivot,38.1,58.06,0.0219,horizon,10,35-40
VRNS,2025-10-28,pocket_pivot,40.6,63.0,-0.06,stop,1,40-45
VRNS,2026-05-19,pocket_pivot,36.5,29.77,0.12,objectif,7,35-40
SDGR,2025-01-21,pocket_pivot,35.6,21.33,0.12,objectif,1,35-40
SDGR,2025-02-18,pocket_pivot,37.7,26.01,-0.06,stop,2,35-40
NAK,2025-06-03,double_bottom,43.0,1.27,-0.06,stop,1,40-45
NAK,2025-06-04,double_bottom,38.1,1.2,0.12,objectif,5,35-40
NAK,2025-10-13,double_bottom,43.0,2.66,-0.06,stop,1,40-45
NAK,2025-10-14,double_bottom,43.0,2.76,-0.06,stop,1,40-45
NAK,2025-10-15,double_bottom,40.8,2.64,-0.06,stop,1,40-45
NAK,2025-10-16,double_bottom,40.4,2.24,-0.06,stop,1,40-45
NAK,2026-01-26,double_bottom,41.3,2.4,-0.06,stop,1,40-45
NAK,2026-01-27,double_bottom,35.8,2.51,-0.06,stop,2,35-40
NAK,2026-01-29,double_bottom,36.5,2.26,-0.06,stop,1,35-40
CCSI,2024-11-01,pocket_pivot,35.9,22.9,0.12,objectif,3,35-40
CCSI,2025-01-28,double_bottom,42.5,30.2,-0.06,stop,2,40-45
CCSI,2025-01-30,double_bottom,38.0,28.41,0.0292,horizon,10,35-40
CCSI,2025-10-31,pocket_pivot,36.0,29.32,-0.06,stop,4,35-40
CCSI,2026-02-11,double_bottom,38.3,26.88,0.12,objectif,3,35-40
NABL,2025-06-27,pocket_pivot,40.7,8.12,-0.0283,horizon,10,40-45
NABL,2025-11-06,pocket_pivot,36.4,8.5,-0.06,stop,2,35-40
CVLT,2024-10-08,pocket_pivot,37.7,159.51,-0.06,stop,5,35-40
CVLT,2025-05-30,pocket_pivot,38.2,183.15,0.008,horizon,10,35-40
CVLT,2026-04-28,pocket_pivot,35.5,97.98,0.0434,horizon,10,35-40
RIVN,2025-02-18,double_bottom,37.1,14.44,-0.06,stop,2,35-40
RIVN,2025-02-20,double_bottom,38.5,13.61,-0.06,stop,1,35-40
RZLV,2025-06-12,pocket_pivot,39.8,2.14,-0.06,stop,1,35-40
RZLV,2025-06-25,double_bottom,39.3,2.85,-0.06,stop,2,35-40
RZLV,2025-06-27,double_bottom,39.3,2.74,0.12,objectif,1,35-40
GHRS,2025-06-03,pocket_pivot,36.3,12.08,0.12,objectif,4,35-40
GHRS,2025-09-26,pocket_pivot,40.7,14.44,-0.06,stop,3,40-45
GHRS,2025-11-12,double_bottom,36.9,15.0,-0.06,stop,1,35-40
GHRS,2026-04-16,bull_flag,37.3,17.74,0.12,objectif,2,35-40
QTTB,2024-09-20,pocket_pivot,37.5,48.98,-0.06,stop,1,35-40
QTTB,2026-01-08,pocket_pivot,36.6,3.58,-0.06,stop,3,35-40
QTTB,2026-02-06,pocket_pivot,37.9,4.24,-0.06,stop,2,35-40
CGEM,2026-02-02,pocket_pivot,35.2,12.71,-0.06,stop,3,35-40
SPT,2025-01-28,pocket_pivot,37.3,34.03,-0.06,stop,4,35-40
DOMO,2024-11-06,pocket_pivot,35.6,8.79,0.0,horizon,10,35-40
DOMO,2024-12-04,pocket_pivot,36.5,9.98,-0.06,stop,2,35-40
DRTS,2025-01-27,pocket_pivot,36.1,4.2,-0.06,stop,1,35-40
DRTS,2025-12-09,pocket_pivot,40.7,4.23,0.12,objectif,1,40-45
DRTS,2026-02-25,double_bottom,35.7,8.42,-0.06,stop,1,35-40
DRTS,2026-04-13,pocket_pivot,35.9,7.64,0.0353,horizon,10,35-40
DRTS,2026-04-30,pocket_pivot,36.4,8.34,-0.06,stop,2,35-40
DXC,2024-08-30,double_bottom,35.8,20.67,0.0373,horizon,10,35-40
DXC,2024-11-07,double_bottom,40.7,22.58,-0.06,stop,6,40-45
DXC,2024-11-25,pocket_pivot,35.5,22.6,-0.0332,horizon,10,35-40
DXC,2025-02-03,pocket_pivot,37.2,22.01,-0.06,stop,5,35-40
MIR,2024-10-30,pocket_pivot,37.0,14.75,0.0197,horizon,10,35-40
MIR,2024-12-05,pocket_pivot,38.3,18.03,-0.0255,horizon,10,35-40
MIR,2025-05-21,pocket_pivot,40.7,18.04,0.097,horizon,10,40-45
MIR,2025-06-11,pocket_pivot,35.3,20.18,0.0669,horizon,10,35-40
MIR,2025-06-27,pocket_pivot,40.7,21.71,-0.06,stop,2,40-45
MIR,2025-10-28,pocket_pivot,36.0,25.19,0.12,objectif,1,35-40
MIR,2026-01-09,pocket_pivot,40.7,25.97,-0.0185,horizon,10,40-45
WK,2024-11-06,flat_base,37.3,87.63,0.0519,horizon,10,35-40
WK,2025-01-21,pocket_pivot,40.7,114.04,-0.06,stop,1,40-45
WK,2025-08-01,double_bottom,35.7,84.3,-0.06,stop,2,35-40
WK,2026-01-07,pocket_pivot,35.4,91.44,-0.06,stop,5,35-40
CNXC,2025-01-27,pocket_pivot,35.7,53.51,-0.06,stop,5,35-40
CNXC,2025-05-16,pocket_pivot,37.1,56.22,-0.0265,horizon,10,35-40
SNOW,2025-01-27,pocket_pivot,36.5,175.52,0.0604,horizon,10,35-40
SNOW,2025-02-18,pocket_pivot,35.1,192.78,-0.06,stop,2,35-40
SNOW,2025-06-24,pocket_pivot,36.6,223.14,-0.0056,horizon,10,35-40
SNOW,2025-07-31,pocket_pivot,37.0,223.5,-0.06,stop,1,35-40
SNOW,2025-10-02,pocket_pivot,35.4,240.54,-0.002,horizon,10,35-40
SNOW,2025-10-31,pocket_pivot,37.5,274.88,-0.06,stop,5,35-40
SNOW,2025-12-03,pocket_pivot,37.1,265.0,-0.06,stop,1,35-40
BOX,2024-08-27,pocket_pivot,39.8,28.82,0.12,objectif,2,35-40
BOX,2024-11-06,flat_base,37.8,33.55,-0.0113,horizon,10,35-40
BOX,2025-01-28,pocket_pivot,36.0,33.63,0.03,horizon,10,35-40
BOX,2025-05-29,double_bottom,40.3,37.35,-0.0404,horizon,10,40-45
APTV,2025-05-12,bull_flag,36.8,66.93,0.022,horizon,10,35-40
APTV,2026-01-12,double_bottom,36.7,86.83,-0.06,stop,4,35-40
THM,2026-01-22,pocket_pivot,36.2,2.44,-0.06,stop,1,35-40
THM,2026-04-22,pocket_pivot,35.1,2.63,-0.06,stop,1,35-40
NTNX,2024-09-20,pocket_pivot,37.9,60.82,-0.06,stop,7,35-40
NTNX,2024-10-28,pocket_pivot,35.8,64.12,0.12,objectif,10,35-40
NTNX,2025-01-31,pocket_pivot,35.3,68.76,0.0248,horizon,10,35-40
NTNX,2025-05-12,pocket_pivot,38.1,76.85,0.028,horizon,10,35-40
NTNX,2026-05-18,pocket_pivot,35.4,47.45,-0.06,stop,2,35-40
NTNX,2026-05-28,pocket_pivot,36.3,48.81,0.0668,horizon,1,35-40
FIVN,2024-11-08,double_bottom,40.7,36.82,0.0951,horizon,10,40-45
FIVN,2025-01-28,pocket_pivot,35.8,41.35,-0.0169,horizon,10,35-40
FIVN,2025-02-18,pocket_pivot,35.7,42.52,0.12,objectif,3,35-40
RXT,2024-10-15,pocket_pivot,35.7,2.81,-0.06,stop,2,35-40
RXT,2024-11-06,pocket_pivot,36.7,2.62,0.12,objectif,5,35-40
RXT,2024-11-13,double_bottom,40.0,3.03,-0.06,stop,1,35-40
RXT,2025-09-17,pocket_pivot,36.9,1.44,-0.06,stop,10,35-40
RXT,2025-10-03,pocket_pivot,35.4,1.51,-0.06,stop,2,35-40
RXT,2025-10-23,double_bottom,41.7,1.83,-0.06,stop,1,40-45
RXT,2026-05-04,bull_flag,35.1,2.01,0.12,objectif,1,35-40
LOCO,2024-10-10,pocket_pivot,35.8,13.58,-0.06,stop,8,35-40
LOCO,2025-12-11,pocket_pivot,37.0,11.53,-0.06,stop,7,35-40
LOCO,2026-05-08,pocket_pivot,38.2,14.0,-0.06,stop,3,35-40
LOCO,2026-05-19,pocket_pivot,36.2,13.99,0.0629,horizon,7,35-40
TEO,2024-10-16,pocket_pivot,38.5,8.51,-0.06,stop,4,35-40
TEO,2024-10-25,pocket_pivot,36.0,8.65,0.12,objectif,6,35-40
TEO,2025-05-19,pocket_pivot,35.6,11.4,-0.06,stop,3,35-40
TEO,2025-10-27,double_bottom,36.3,10.89,0.12,objectif,5,35-40
MGTX,2024-10-15,double_bottom,40.7,5.33,0.12,objectif,1,40-45
MGTX,2024-10-16,double_bottom,40.7,5.92,-0.06,stop,1,40-45
MGTX,2024-10-17,double_bottom,35.5,5.94,-0.06,stop,10,35-40
MGTX,2024-11-05,pocket_pivot,37.0,6.22,0.12,objectif,3,35-40
MGTX,2025-11-11,pocket_pivot,40.7,8.9,-0.06,stop,1,40-45
MGTX,2025-12-08,pocket_pivot,37.8,8.66,-0.06,stop,7,35-40
WIX,2024-09-26,pocket_pivot,36.4,171.74,-0.06,stop,3,35-40
WIX,2024-10-16,pocket_pivot,37.4,171.77,-0.06,stop,6,35-40
FTNT,2024-09-20,flat_base,38.5,76.78,0.016,horizon,10,35-40
FTNT,2024-11-06,pocket_pivot,35.0,80.87,0.12,objectif,2,30-35
FTNT,2024-11-08,flat_base,35.4,92.04,0.0079,horizon,10,35-40
FTNT,2025-02-07,pocket_pivot,36.3,107.66,0.0096,horizon,10,35-40
FTNT,2025-11-05,pocket_pivot,35.8,85.99,-0.06,stop,1,35-40
FTNT,2026-05-06,pocket_pivot,35.5,89.95,0.12,objectif,1,35-40
NVAX,2025-08-06,pocket_pivot,38.1,7.58,0.12,objectif,1,35-40
NVAX,2026-02-26,double_bottom,38.3,11.19,-0.06,stop,1,35-40
AVPT,2024-08-28,pocket_pivot,36.5,11.51,0.0243,horizon,10,35-40
AVPT,2024-10-29,pocket_pivot,35.6,12.44,0.12,objectif,8,35-40
AVPT,2024-11-08,double_bottom,37.7,14.89,0.12,objectif,8,35-40
AVPT,2024-11-20,double_bottom,37.7,17.5,0.0657,horizon,10,35-40
AVPT,2025-01-23,pocket_pivot,35.5,18.32,-0.06,stop,2,35-40
AVPT,2025-01-30,pocket_pivot,35.3,18.72,0.0574,horizon,10,35-40
AVPT,2025-07-30,double_bottom,37.0,19.31,-0.06,stop,2,35-40
BILL,2024-10-18,pocket_pivot,35.9,57.77,0.0085,horizon,10,35-40
BILL,2024-12-05,pocket_pivot,35.5,95.47,-0.06,stop,3,35-40
BILL,2025-12-19,pocket_pivot,35.1,55.98,-0.06,stop,8,35-40
APPN,2025-05-08,pocket_pivot,39.2,32.03,-0.019,horizon,10,35-40
APPN,2025-12-08,pocket_pivot,35.4,43.04,-0.06,stop,3,35-40
CRDO,2025-09-03,pocket_pivot,36.5,124.77,0.12,objectif,1,35-40
ALNT,2024-11-25,pocket_pivot,36.8,25.29,0.0815,horizon,10,35-40
ALNT,2025-01-17,double_bottom,36.2,25.8,-0.0535,horizon,10,35-40
ALNT,2025-06-09,pocket_pivot,36.3,33.36,0.0755,horizon,10,35-40
ALNT,2025-08-07,pocket_pivot,38.5,42.29,0.0437,horizon,10,35-40
ALNT,2025-08-22,pocket_pivot,35.1,46.86,-0.06,stop,6,35-40
ALNT,2026-02-06,pocket_pivot,36.2,65.74,-0.0014,horizon,10,35-40
ALNT,2026-05-05,pocket_pivot,37.3,78.0,-0.06,stop,2,35-40
SNX,2025-06-25,pocket_pivot,36.5,137.79,0.0333,horizon,10,35-40
SNX,2025-09-25,double_bottom,37.1,159.69,-0.0196,horizon,10,35-40
SNX,2026-05-27,pocket_pivot,37.1,246.76,0.0588,horizon,2,35-40
VEEV,2024-10-18,pocket_pivot,36.8,221.32,-0.0386,horizon,10,35-40
VEEV,2024-11-07,pocket_pivot,35.5,223.39,-0.06,stop,8,35-40
VEEV,2025-05-08,pocket_pivot,35.1,239.53,-0.0167,horizon,10,35-40
VEEV,2025-08-27,pocket_pivot,38.0,293.59,-0.06,stop,1,35-40
VYX,2024-11-06,pocket_pivot,37.5,13.99,-0.06,stop,1,35-40
VYX,2024-12-10,pocket_pivot,35.0,14.98,-0.06,stop,7,30-35
NET,2024-09-19,pocket_pivot,36.3,82.83,-0.06,stop,9,35-40
NET,2024-10-10,double_bottom,42.0,92.46,-0.06,stop,9,40-45
NET,2024-11-07,pocket_pivot,40.7,95.66,-0.06,stop,1,40-45
NET,2024-11-21,double_bottom,35.5,104.24,0.0837,horizon,10,35-40
NET,2025-01-27,pocket_pivot,36.8,126.47,0.12,objectif,4,35-40
NET,2025-06-05,bull_flag,37.0,176.33,0.0168,horizon,10,35-40
NET,2025-07-31,pocket_pivot,36.7,207.68,-0.06,stop,1,35-40
NET,2025-09-11,pocket_pivot,35.9,224.64,-0.06,stop,4,35-40
ENLV,2024-09-17,double_bottom,36.8,1.51,0.12,objectif,1,35-40
ENLV,2024-09-18,double_bottom,37.8,1.55,-0.06,stop,1,35-40
ENLV,2025-07-28,pocket_pivot,40.7,1.26,0.12,objectif,1,40-45
ENLV,2025-07-30,double_bottom,40.0,1.54,-0.06,stop,2,35-40
ENLV,2025-08-04,double_bottom,40.0,1.48,-0.06,stop,1,35-40
PTON,2024-10-14,double_bottom,35.9,5.4,0.12,objectif,4,35-40
PTON,2024-10-18,double_bottom,38.3,5.84,-0.06,stop,1,35-40
PTON,2024-10-22,pocket_pivot,35.1,5.65,0.12,objectif,2,35-40
PTON,2024-10-31,double_bottom,38.3,8.5,-0.06,stop,1,35-40
PTON,2025-06-04,pocket_pivot,36.0,7.47,-0.06,stop,1,35-40
PTON,2025-09-19,double_bottom,35.8,8.27,0.0375,horizon,10,35-40
PTON,2026-05-07,pocket_pivot,40.2,5.66,-0.06,stop,2,40-45
PTON,2026-05-22,pocket_pivot,40.7,5.71,0.12,objectif,4,40-45
DOCU,2024-08-26,pocket_pivot,36.7,58.72,-0.06,stop,10,35-40
DOCU,2024-09-26,pocket_pivot,38.8,62.53,0.107,horizon,10,35-40
DOCU,2024-11-25,pocket_pivot,40.7,85.51,-0.06,stop,2,40-45
DOCU,2025-01-28,pocket_pivot,35.5,97.7,-0.06,stop,4,35-40
DOCU,2025-05-30,pocket_pivot,39.9,88.61,-0.06,stop,5,35-40
DOCU,2025-09-08,pocket_pivot,36.4,81.73,0.0383,horizon,10,35-40
INTU,2025-05-08,pocket_pivot,35.6,656.08,0.0152,horizon,10,35-40
INTU,2025-05-23,pocket_pivot,40.3,720.13,0.0614,horizon,10,40-45
INTU,2025-07-28,pocket_pivot,35.1,798.73,-0.06,stop,9,35-40
KD,2024-11-07,double_bottom,36.7,27.55,0.12,objectif,10,35-40
KD,2025-02-04,pocket_pivot,35.7,39.92,0.023,horizon,10,35-40
ARIS,2025-05-20,pocket_pivot,38.6,6.19,0.12,objectif,8,35-40
ARIS,2025-06-02,pocket_pivot,38.2,6.79,-0.06,stop,4,35-40
ARIS,2025-08-05,pocket_pivot,37.3,7.71,-0.06,stop,4,35-40
ARIS,2025-10-08,pocket_pivot,36.2,10.79,-0.06,stop,1,35-40
ARIS,2025-12-10,pocket_pivot,35.7,14.72,0.12,objectif,8,35-40
SGML,2024-10-09,pocket_pivot,35.6,13.87,-0.06,stop,3,35-40
SGML,2024-11-13,pocket_pivot,35.9,14.44,-0.06,stop,1,35-40
SGML,2025-09-19,pocket_pivot,35.0,6.06,0.12,objectif,3,30-35
SGML,2025-10-09,pocket_pivot,36.3,7.43,-0.06,stop,1,35-40
SGML,2026-04-13,bull_flag,37.1,17.39,0.12,objectif,3,35-40
AUTL,2025-08-11,pocket_pivot,35.2,2.47,-0.06,stop,1,35-40
AUTL,2025-12-29,bull_flag,35.4,1.87,-0.06,stop,9,35-40
AUTL,2026-05-04,pocket_pivot,35.5,1.57,-0.06,stop,8,35-40
ALKS,2024-09-20,pocket_pivot,40.7,28.55,-0.06,stop,3,40-45
ALKS,2025-02-11,pocket_pivot,38.8,31.96,0.12,objectif,2,35-40
ALKS,2026-05-05,double_bottom,37.9,36.25,0.0207,horizon,10,35-40
ALKS,2026-05-28,pocket_pivot,35.4,39.94,0.0563,horizon,1,35-40
VERX,2024-11-05,pocket_pivot,38.9,43.71,0.12,objectif,1,35-40
VERX,2024-11-06,bull_flag,37.1,49.76,0.0512,horizon,10,35-40
PEGA,2024-11-25,pocket_pivot,36.0,47.67,-0.014,horizon,10,35-40
PEGA,2025-01-28,pocket_pivot,35.6,56.15,-0.06,stop,2,35-40
PEGA,2025-05-20,pocket_pivot,40.7,51.65,-0.06,stop,3,40-45
PEGA,2025-06-27,double_bottom,35.4,53.32,-0.06,stop,9,35-40
PEGA,2025-07-23,double_bottom,36.9,58.01,-0.0062,horizon,10,35-40
PEGA,2025-09-08,pocket_pivot,36.8,57.5,0.0431,horizon,10,35-40
PEGA,2025-10-22,double_bottom,36.3,65.59,-0.06,stop,1,35-40
PEGA,2025-10-23,double_bottom,35.4,65.64,-0.06,stop,7,35-40
APGE,2024-11-06,pocket_pivot,36.5,58.81,-0.06,stop,5,35-40
APGE,2025-12-03,double_bottom,36.5,74.55,0.0127,horizon,10,35-40
APGE,2026-01-06,pocket_pivot,35.5,78.25,0.0468,horizon,10,35-40
SA,2024-09-26,pocket_pivot,36.0,17.76,-0.06,stop,2,35-40
SA,2024-10-18,flat_base,35.6,18.77,-0.06,stop,9,35-40
SA,2025-06-05,double_bottom,36.7,13.85,0.0513,horizon,10,35-40
SA,2025-07-09,pocket_pivot,35.5,15.19,0.12,objectif,9,35-40
SA,2025-08-15,pocket_pivot,36.2,16.71,0.0437,horizon,10,35-40
SA,2025-08-29,pocket_pivot,36.4,17.44,0.12,objectif,10,35-40
SA,2025-09-19,pocket_pivot,40.7,20.15,0.12,objectif,2,40-45
SKLZ,2025-07-23,double_bottom,35.3,9.0,-0.06,stop,1,35-40
MSFT,2025-01-17,pocket_pivot,35.2,429.03,-0.0422,horizon,10,35-40
MSFT,2025-07-31,flat_base,36.5,533.5,-0.0207,horizon,10,35-40
CHWY,2024-08-28,pocket_pivot,40.7,28.72,-0.06,stop,4,40-45
CHWY,2024-10-09,pocket_pivot,35.8,30.45,-0.06,stop,3,35-40
CHWY,2024-11-04,pocket_pivot,40.1,28.84,0.12,objectif,5,40-45
CHWY,2025-01-06,pocket_pivot,37.9,37.07,0.0035,horizon,10,35-40
CHWY,2025-05-09,pocket_pivot,35.8,39.57,-0.06,stop,1,35-40
GLDG,2025-10-06,double_bottom,38.6,1.29,0.12,objectif,1,35-40
SABR,2024-09-17,pocket_pivot,35.8,3.23,0.12,objectif,7,35-40
SABR,2024-10-30,pocket_pivot,39.6,4.1,-0.06,stop,1,35-40
SABR,2024-12-13,pocket_pivot,37.9,3.9,-0.06,stop,9,35-40
SABR,2025-02-20,double_bottom,35.0,4.15,-0.041,horizon,10,30-35
ARM,2024-11-07,pocket_pivot,38.4,150.65,-0.06,stop,2,35-40
ARM,2024-12-13,pocket_pivot,36.7,151.91,-0.06,stop,1,35-40
ARM,2025-06-17,pocket_pivot,36.4,144.72,0.12,objectif,7,35-40
BVN,2025-06-02,pocket_pivot,40.7,16.0,0.035,horizon,10,40-45
BVN,2025-08-06,pocket_pivot,35.0,18.34,-0.0022,horizon,10,30-35
BVN,2025-08-26,pocket_pivot,36.3,18.95,0.0575,horizon,10,35-40
BVN,2025-09-15,pocket_pivot,37.0,20.65,0.12,objectif,8,35-40
BVN,2025-10-16,pocket_pivot,37.1,26.76,-0.06,stop,3,35-40
BVN,2025-11-13,pocket_pivot,40.6,23.6,0.05,horizon,10,40-45
BVN,2025-12-23,pocket_pivot,37.3,29.69,-0.06,stop,3,35-40
BVN,2026-02-20,pocket_pivot,35.9,38.41,0.12,objectif,5,35-40
USNZY,2024-10-30,double_bottom,38.5,1.19,-0.06,stop,7,35-40
USNZY,2026-05-14,bull_flag,38.2,1.93,-0.06,stop,1,35-40
USNZY,2026-05-22,pocket_pivot,40.7,1.97,-0.06,stop,1,40-45
USNZY,2026-05-27,pocket_pivot,35.9,1.95,0.1077,horizon,2,35-40
XIFR,2025-05-12,double_bottom,38.3,9.23,-0.06,stop,8,35-40
XIFR,2025-08-08,pocket_pivot,39.4,9.9,-0.06,stop,4,35-40
XIFR,2025-08-22,pocket_pivot,35.4,10.19,-0.0196,horizon,10,35-40
XIFR,2025-09-26,pocket_pivot,40.7,10.11,0.12,objectif,6,40-45
XIFR,2026-02-10,double_bottom,39.7,11.12,-0.06,stop,5,35-40
XIFR,2026-05-05,pocket_pivot,35.8,10.81,0.12,objectif,3,35-40
ERAS,2024-11-06,double_bottom,39.0,3.18,-0.06,stop,4,35-40
ERAS,2025-07-02,pocket_pivot,35.7,1.45,-0.06,stop,9,35-40
ERAS,2025-12-16,pocket_pivot,35.1,3.52,0.0568,horizon,10,35-40
AZ,2024-11-08,bull_flag,37.1,5.95,-0.06,stop,1,35-40
AZ,2025-05-08,pocket_pivot,36.2,8.09,0.12,objectif,3,35-40
AZ,2026-01-09,pocket_pivot,38.1,7.7,-0.06,stop,3,35-40
AZ,2026-04-15,pocket_pivot,35.2,8.6,-0.06,stop,3,35-40
RUN,2025-10-01,pocket_pivot,37.9,18.35,0.12,objectif,6,35-40
SSYS,2024-11-25,pocket_pivot,35.6,9.76,-0.06,stop,8,35-40
SSYS,2025-01-24,pocket_pivot,35.0,9.85,-0.06,stop,5,30-35
SSYS,2025-07-22,pocket_pivot,40.7,11.73,-0.06,stop,2,40-45
MBOT,2024-12-27,double_bottom,43.0,1.11,0.12,objectif,1,40-45
MBOT,2025-01-06,double_bottom,43.0,2.84,-0.06,stop,1,40-45
MBOT,2025-05-16,pocket_pivot,36.8,2.68,-0.06,stop,5,35-40
MBOT,2025-05-28,pocket_pivot,40.7,2.83,-0.06,stop,1,40-45
MBOT,2025-07-03,pocket_pivot,38.0,2.6,-0.06,stop,3,35-40
MBOT,2025-08-20,pocket_pivot,37.5,3.31,0.12,objectif,1,35-40
MBOT,2025-08-21,double_bottom,38.6,3.56,0.12,objectif,2,35-40
MBOT,2025-08-25,double_bottom,38.7,4.16,-0.06,stop,1,35-40
MBOT,2025-09-08,double_bottom,38.7,4.5,-0.06,stop,1,35-40
NLST,2026-02-20,pocket_pivot,35.0,1.13,0.12,objectif,7,30-35
MU,2024-12-16,pocket_pivot,37.0,108.26,-0.06,stop,3,35-40
MU,2025-10-16,pocket_pivot,36.0,202.53,0.12,objectif,9,35-40
MU,2025-11-06,pocket_pivot,35.4,238.33,-0.06,stop,9,35-40
MU,2025-12-19,pocket_pivot,35.9,265.92,0.12,objectif,6,35-40
MU,2026-01-16,pocket_pivot,35.5,362.75,0.12,objectif,4,35-40
DT,2024-09-17,pocket_pivot,37.7,52.09,0.0006,horizon,10,35-40
DT,2024-11-06,double_bottom,40.1,56.49,-0.06,stop,1,40-45
DT,2025-01-28,pocket_pivot,37.5,57.94,0.0594,horizon,10,35-40
DT,2025-06-17,pocket_pivot,36.9,55.9,-0.022,horizon,10,35-40
MNTN,2026-05-04,pocket_pivot,36.8,10.58,-0.06,stop,2,35-40
UNCY,2024-12-10,bull_flag,35.0,7.98,-0.06,stop,2,30-35
UNCY,2025-10-16,pocket_pivot,39.3,4.93,-0.06,stop,8,35-40
UNCY,2026-01-08,double_bottom,37.3,6.12,-0.06,stop,2,35-40
UNCY,2026-01-14,double_bottom,39.1,6.61,-0.06,stop,1,35-40
