ticker,date,pattern,setup_score,entry,result_pct,exit_reason,hold_days,bande
UNCY,2026-01-15,double_bottom,36.5,6.27,0.12,objectif,4,35-40
UNCY,2026-05-04,pocket_pivot,36.2,7.98,0.0213,horizon,10,35-40
KFRC,2026-02-02,pocket_pivot,36.2,36.68,-0.06,stop,1,35-40
GEN,2024-10-31,pocket_pivot,39.0,29.11,0.0319,horizon,10,35-40
GEN,2024-11-25,pocket_pivot,39.9,30.62,-0.0261,horizon,10,35-40
GEN,2025-05-07,pocket_pivot,36.8,27.84,-0.0086,horizon,10,35-40
GEN,2025-05-30,pocket_pivot,37.1,28.48,0.0456,horizon,10,35-40
NGL,2025-01-23,pocket_pivot,38.9,5.52,-0.06,stop,2,35-40
NGL,2025-02-04,pocket_pivot,35.4,5.62,-0.06,stop,5,35-40
NGL,2025-08-08,pocket_pivot,40.5,4.5,0.12,objectif,3,40-45
NGL,2025-11-03,pocket_pivot,36.2,6.77,0.12,objectif,2,35-40
NGL,2026-01-26,double_bottom,36.3,11.1,0.12,objectif,6,35-40
NGL,2026-05-15,pocket_pivot,35.8,17.84,-0.06,stop,7,35-40
PLTK,2024-11-06,pocket_pivot,35.3,8.21,0.0329,horizon,10,35-40
PLTK,2024-11-25,pocket_pivot,35.3,8.62,-0.0406,horizon,10,35-40
ASUR,2025-12-10,pocket_pivot,39.3,8.44,0.0687,horizon,10,35-40
RDDT,2024-10-29,pocket_pivot,37.5,81.74,0.12,objectif,1,35-40
RDDT,2024-11-21,bull_flag,37.3,158.02,-0.06,stop,1,35-40
RDDT,2024-11-22,bull_flag,37.0,146.67,-0.06,stop,2,35-40
RDDT,2025-07-31,pocket_pivot,40.7,160.59,0.12,objectif,1,40-45
RDDT,2025-08-01,double_bottom,42.3,188.64,0.12,objectif,3,40-45
MSTR,2024-10-11,double_bottom,35.7,212.59,-0.06,stop,2,35-40
MSTR,2025-05-08,pocket_pivot,36.0,414.38,-0.06,stop,6,35-40
QTWO,2024-09-19,pocket_pivot,36.7,79.73,-0.0241,horizon,10,35-40
QTWO,2024-10-17,double_bottom,36.8,82.18,0.0302,horizon,10,35-40
QTWO,2024-11-06,pocket_pivot,39.3,90.5,0.12,objectif,1,35-40
QTWO,2025-06-23,flat_base,35.9,92.78,0.011,horizon,10,35-40
FSLY,2024-09-17,double_bottom,37.8,7.35,-0.0231,horizon,10,35-40
FSLY,2024-11-05,double_bottom,41.9,7.67,0.12,objectif,2,40-45
FSLY,2025-02-10,pocket_pivot,35.1,10.58,-0.06,stop,2,35-40
FSLY,2025-06-09,bull_flag,35.0,8.28,-0.06,stop,4,30-35
ACN,2026-01-14,pocket_pivot,35.3,288.54,-0.06,stop,9,35-40
SUPV,2024-11-06,pocket_pivot,35.5,9.67,0.12,objectif,8,35-40
SUPV,2024-11-26,pocket_pivot,35.9,11.42,0.12,objectif,8,35-40
SUPV,2025-05-12,pocket_pivot,36.8,15.81,-0.06,stop,10,35-40
LC,2024-10-24,pocket_pivot,40.7,13.82,0.12,objectif,9,40-45
LC,2025-06-27,pocket_pivot,35.2,11.97,0.061,horizon,10,35-40
LC,2025-07-17,pocket_pivot,35.9,13.03,0.12,objectif,9,35-40
LC,2025-10-15,pocket_pivot,35.0,16.51,-0.06,stop,1,30-35
LC,2025-12-10,pocket_pivot,35.2,19.76,-0.06,stop,5,35-40
LC,2026-01-08,pocket_pivot,35.3,20.67,-0.06,stop,2,35-40
MANH,2024-09-17,pocket_pivot,36.3,272.54,0.0081,horizon,10,35-40
MANH,2024-11-25,pocket_pivot,40.7,290.74,0.0238,horizon,10,40-45
MANH,2025-01-28,pocket_pivot,35.8,295.1,-0.06,stop,1,35-40
MANH,2025-07-23,pocket_pivot,40.7,217.71,-0.0079,horizon,10,40-45
HRZN,2025-02-13,pocket_pivot,36.6,9.72,0.0134,horizon,10,35-40
HRZN,2026-01-14,pocket_pivot,35.0,6.73,-0.0059,horizon,10,30-35
AGYS,2024-12-16,pocket_pivot,35.4,139.22,-0.06,stop,2,35-40
AGYS,2024-12-20,pocket_pivot,35.4,138.67,-0.06,stop,6,35-40
AGYS,2025-05-16,pocket_pivot,36.0,86.0,0.12,objectif,2,35-40
AGYS,2025-07-21,pocket_pivot,35.4,116.94,-0.06,stop,1,35-40
F,2025-07-01,pocket_pivot,35.5,11.35,-0.0097,horizon,10,35-40
F,2025-09-26,double_bottom,36.8,12.01,-0.05,horizon,10,35-40
F,2025-10-21,pocket_pivot,37.4,12.56,0.0183,horizon,10,35-40
F,2026-01-06,pocket_pivot,40.2,13.8,-0.0022,horizon,10,40-45
F,2026-01-29,pocket_pivot,35.1,14.0,0.0,horizon,10,35-40
AVGO,2024-12-06,pocket_pivot,35.6,179.53,0.12,objectif,5,35-40
AVGO,2025-09-05,double_bottom,36.3,334.89,0.03,horizon,10,35-40
AVGO,2025-10-13,pocket_pivot,36.2,356.7,0.015,horizon,10,35-40
VSEC,2024-09-19,pocket_pivot,35.5,89.13,-0.06,stop,2,35-40
VSEC,2024-10-16,double_bottom,43.0,105.8,0.0045,horizon,10,40-45
VSEC,2024-11-06,double_bottom,39.1,116.47,-0.0143,horizon,10,35-40
VSEC,2025-05-12,pocket_pivot,36.0,131.44,-0.0112,horizon,10,35-40
VSEC,2025-07-28,pocket_pivot,36.1,138.8,0.12,objectif,3,35-40
VSEC,2025-07-31,double_bottom,38.1,156.54,-0.06,stop,1,35-40
VSEC,2025-08-04,double_bottom,35.1,156.85,0.0502,horizon,10,35-40
VSEC,2025-10-28,pocket_pivot,40.7,182.73,-0.06,stop,8,40-45
VSEC,2025-12-19,pocket_pivot,37.4,175.8,0.12,objectif,9,35-40
VSEC,2026-01-29,pocket_pivot,38.1,217.64,-0.06,stop,2,35-40
IBKR,2024-09-13,pocket_pivot,37.7,32.02,0.0739,horizon,10,35-40
IBKR,2025-01-21,pocket_pivot,35.9,48.21,0.12,objectif,3,35-40
IBKR,2025-06-27,pocket_pivot,36.3,53.96,0.1045,horizon,10,35-40
IBKR,2026-01-15,pocket_pivot,36.3,73.68,0.0163,horizon,10,35-40
GENI,2024-09-25,pocket_pivot,37.2,8.44,-0.06,stop,3,35-40
GENI,2024-10-14,pocket_pivot,37.6,7.8,-0.06,stop,5,35-40
GENI,2025-05-02,pocket_pivot,35.1,11.05,-0.06,stop,2,35-40
GENI,2025-09-04,pocket_pivot,36.1,13.55,-0.06,stop,2,35-40
GENI,2025-09-29,pocket_pivot,36.0,13.43,-0.06,stop,1,35-40
IPX,2025-10-13,pocket_pivot,36.3,58.54,-0.06,stop,3,35-40
QFIN,2024-09-24,pocket_pivot,36.4,27.58,0.12,objectif,4,35-40
QFIN,2024-12-09,pocket_pivot,35.0,38.94,-0.019,horizon,10,30-35
QFIN,2025-01-17,pocket_pivot,35.4,38.37,0.12,objectif,8,35-40
QFIN,2025-02-10,pocket_pivot,35.8,43.33,-0.06,stop,2,35-40
QFIN,2025-02-13,pocket_pivot,35.7,44.01,-0.06,stop,5,35-40
WAT,2024-11-26,pocket_pivot,35.4,388.15,-0.0074,horizon,10,35-40
WAT,2025-11-04,pocket_pivot,36.5,367.34,0.0253,horizon,10,35-40
ALTO,2024-10-18,pocket_pivot,36.0,1.73,0.12,objectif,1,35-40
ALTO,2024-10-21,pocket_pivot,40.7,1.74,0.12,objectif,10,40-45
ALTO,2024-11-06,pocket_pivot,35.2,1.94,-0.06,stop,1,35-40
ALTO,2025-01-17,pocket_pivot,36.6,1.85,-0.06,stop,3,35-40
ALTO,2025-02-19,pocket_pivot,40.7,1.65,0.12,objectif,3,40-45
ALTO,2025-11-04,pocket_pivot,39.7,1.13,0.12,objectif,2,35-40
ALTO,2026-02-03,pocket_pivot,35.2,2.8,-0.06,stop,1,35-40
ENLT,2026-05-05,pocket_pivot,36.8,90.7,-0.06,stop,2,35-40
IPH.PA,2025-02-17,pocket_pivot,38.6,2.09,0.12,objectif,1,35-40
IPH.PA,2025-02-18,pocket_pivot,40.7,2.12,0.12,objectif,5,40-45
IPH.PA,2025-05-07,pocket_pivot,40.0,2.02,-0.0337,horizon,10,35-40
IPH.PA,2025-10-14,pocket_pivot,40.7,1.81,-0.06,stop,10,40-45
DBG.PA,2024-09-13,pocket_pivot,35.6,5.18,0.0463,horizon,10,35-40
DBG.PA,2024-10-18,pocket_pivot,35.3,5.26,-0.0085,horizon,10,35-40
DBG.PA,2025-02-13,double_bottom,40.7,5.47,0.0137,horizon,10,40-45
DBG.PA,2025-05-20,pocket_pivot,35.9,6.46,-0.06,stop,6,35-40
DBG.PA,2025-11-28,pocket_pivot,35.5,6.43,0.12,objectif,5,35-40
DBG.PA,2026-04-10,pocket_pivot,35.1,9.05,0.0149,horizon,10,35-40
DBG.PA,2026-05-06,pocket_pivot,36.8,9.59,0.0584,horizon,10,35-40
VAC.PA,2025-01-20,pocket_pivot,38.6,1.56,-0.06,stop,4,35-40
VAC.PA,2025-05-14,pocket_pivot,37.6,1.55,-0.06,stop,6,35-40
VAC.PA,2025-06-18,pocket_pivot,40.7,1.58,0.12,objectif,8,40-45
VAC.PA,2025-07-25,pocket_pivot,35.2,1.72,-0.0081,horizon,10,35-40
VAC.PA,2025-12-08,double_bottom,37.4,1.79,0.0269,horizon,10,35-40
VAC.PA,2026-04-16,pocket_pivot,37.1,1.94,-0.06,stop,10,35-40
TEP.PA,2025-02-12,pocket_pivot,37.4,98.84,0.0542,horizon,10,35-40
TEP.PA,2026-04-30,pocket_pivot,36.1,57.54,0.12,objectif,6,35-40
UBI.PA,2025-09-29,pocket_pivot,35.6,9.99,-0.06,stop,9,35-40
DBV.PA,2025-07-02,pocket_pivot,35.8,1.68,0.12,objectif,1,35-40
DBV.PA,2026-04-14,pocket_pivot,35.0,3.85,-0.06,stop,2,30-35
EAPI.PA,2025-07-24,pocket_pivot,35.1,3.11,-0.06,stop,4,35-40
EAPI.PA,2025-10-01,pocket_pivot,38.7,3.25,-0.06,stop,7,35-40
VIV.PA,2025-07-18,flat_base,35.7,3.33,-0.036,horizon,10,35-40
